No,Project,Priority,Indikator,Phase/Delay,Platform,DAG ID,Assets,Database Name,Table Name,Layer Bucket,Dataset BQ,Config (.cfg),Parameter SP,Target Layer,Script/File,Script File,Tool Target GCP,Schedule/Cadence,Initial Landing,Initial Mart,DA Maping,ETL Conversion,Incremental,Internal Testing,PQA Test,BI Dev,Orchestration,Labeling Charging,Dataplex,Sign-off Document,Last Updated
16,,P1,dragon_L1,-,Cloudera,dragon_L1,,opr_ast_so2w_wh_dm,L1_MOTORKUX_ARBORVITAE.motorkux_non_dynamic,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,fabric_job_trigger.py,dragon_L1.py,SKIP (L1 Deferred),-,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
17,,P1,dragon_L1,-,Cloudera,dragon_L1,,opr_ast_so2w_wh_dm,L1_FILE_ASTRANET.astranet_astrapay_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L1.py,SKIP (L1 Deferred),-,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
18,,P1,dragon_L1,-,Cloudera,dragon_L1,,opr_ast_so2w_wh_dm,L1_FILE_ASTRANET.astranet_mappingso_target_upload_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L1.py,SKIP (L1 Deferred),-,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
19,,P1,dragon_L1,-,Cloudera,dragon_L1,,opr_ast_so2w_wh_dm,L1_FILE_ASTRANET.astranet_marketsharedata_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L1.py,SKIP (L1 Deferred),-,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
20,,P1,dragon_L1,-,Cloudera,dragon_L1,,opr_ast_so2w_wh_dm,L1_FILE_ASTRANET.astranet_marketsharedatatype_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L1.py,SKIP (L1 Deferred),-,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
21,,P1,dragon_L1,-,Cloudera,dragon_L1,,opr_ast_so2w_wh_dm,L1_FILE_ASTRANET.astranet_threshold_nms_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L1.py,SKIP (L1 Deferred),-,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
22,,P1,dragon_L1,-,Cloudera,dragon_L1,,opr_ast_so2w_wh_dm,L1_FILE_ASTRANET.astranet_leads_ahm_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L1.py,SKIP (L1 Deferred),-,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
23,,P1,dragon_L1,-,Cloudera,dragon_L1,,opr_ast_so2w_wh_dm,L1_FILE_ASTRANET.astranet_target_motorkux_file,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L1.py,SKIP (L1 Deferred),-,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
3,dragon,P1,dragon_L2,,Cloudera,dragon_L2,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,dragon_L2.py,,Daily 00 17 * * *,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
24,,P1,dragon_L2,Dummy,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,start,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,SKIP (Orchestration),Daily 00 17 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
25,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_incomingheader,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
26,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_incomingdetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
27,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_outgoingheader,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
28,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_outgoingdetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
29,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_spkdetails,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
30,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_spkheaders,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
31,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_prospect,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
32,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_customerdetails,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
33,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_customerheaders,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
34,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_pkbheaders,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
35,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_grheaders,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
36,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_grdetails,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
37,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_stockpart,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
38,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_billingpart_detail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
39,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_billingpart_header,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
40,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_billingservice_detail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
41,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,star_billingservice_header,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
42,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,bd_h1,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
43,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,bd_h23,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
44,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,bd_partsales,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
45,,P1,dragon_L2,Transform DBT,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,bd_metric_aj/kq/ry/z_ad,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 17 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
46,,P1,dragon_L2,Dummy,Cloudera,dragon_L2,,opr_ast_so2w_wh_dm,finish,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L2.py,SKIP (Orchestration),Daily 00 17 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
4,dragon,P1,dragon_L3,,Cloudera,dragon_L3,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,dragon_L3.py,,Daily 00 19 * * *,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
47,,P1,dragon_L3,Dummy,Cloudera,dragon_L3,,opr_ast_so2w_wh_dm,start,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L3.py,SKIP (Orchestration),Daily 00 19 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
48,,P1,dragon_L3,Transform DBT,Cloudera,dragon_L3,,opr_ast_so2w_wh_dm,masterdealer_star,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L3.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 19 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
49,,P1,dragon_L3,Transform DBT,Cloudera,dragon_L3,,opr_ast_so2w_wh_dm,masterdealer_union,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L3.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 19 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
50,,P1,dragon_L3,Transform DBT,Cloudera,dragon_L3,,opr_ast_so2w_wh_dm,masterunittype,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L3.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 19 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
51,,P1,dragon_L3,Transform DBT,Cloudera,dragon_L3,,opr_ast_so2w_wh_dm,mastersalesperson_star,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L3.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 19 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
52,,P1,dragon_L3,Transform DBT,Cloudera,dragon_L3,,opr_ast_so2w_wh_dm,mastersalesperson_union,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L3.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 19 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
53,,P1,dragon_L3,Transform DBT,Cloudera,dragon_L3,,opr_ast_so2w_wh_dm,masterdealermaindealer_star,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L3.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 19 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
54,,P1,dragon_L3,Transform DBT,Cloudera,dragon_L3,,opr_ast_so2w_wh_dm,mastermaterial,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L3.py,NEED INPUT (DBT/Dataform/BQ),Daily 00 19 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
55,,P1,dragon_L3,Dummy,Cloudera,dragon_L3,,opr_ast_so2w_wh_dm,finish,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_L3.py,SKIP (Orchestration),Daily 00 19 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
5,dragon,P1,dragon_SAP,,Cloudera,dragon_SAP,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,dragon_SAP.py,,Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
56,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_bkpf,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
57,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_bsec,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
58,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_bseg,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
59,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygmmq00036,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
60,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygmmr00188,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
61,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygsddt00720,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
62,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygsdq00010,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
63,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygsdq00094,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
64,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygsdr00039,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
65,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygsdr00059,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
66,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygsdr00263,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
67,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygf_ar_aging,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
68,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygf_ar_aging_nontradedetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
69,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygf_ar_aging_servicessummary,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
70,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_zpygf_ar_aging_unitsummary,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
71,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_ZAISOFII00006,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
72,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_ZAISOMMI00001_MB51,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
73,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_ZAISOMMI00002_MMBE,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
74,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_ZPYGBA_O00001,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
75,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,sap_ZPYGMME00049A,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,Dataproc (SAP RFC connector),Daily 00 21 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
76,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,inv_sap_bkpf,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,SKIP (Orchestration),Daily 00 21 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
77,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,inv_sap_bsec,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,SKIP (Orchestration),Daily 00 21 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
78,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,inv_sap_bseg,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,SKIP (Orchestration),Daily 00 21 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
79,,P1,dragon_SAP,SSHOperator,Cloudera,dragon_SAP,,opr_ast_so2w_wh_dm,inv_sap_zpygmmq00036,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_SAP.py,SKIP (Orchestration),Daily 00 21 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
